ID,Rating,Paygrade,Exam_Area,Subject,Concentration,Question,Answer_A,Answer_B,Answer_C,Answer_D,Correct_Answer,Source_Manual,Source_File,Source_URL,Page,Manual_Edition,Verbatim_Quote,Quote_Verified,Check_Notes,Judge_Verdict,Judge_Notes
ADV357,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,What PFA requirement must a Sailor meet for C-WAY-REEN deferment under VSDP?,No PFA failures during the last 4 years,No more than 2 PFA failures during the last 4 years,No PFA failures during the last 2 years and no more than 1 failure in the previous 4-year period,No more than 1 PFA failure during the last 2 years,C,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1669,"CH-70, 16 Jan 2020",Eligibility criteria for C-WAY-REEN deferment: (1) No evaluation performance trait mark below 3.0 for the last 3 years; (2) No PFA failures during the last 2 years and no more than 1 failure in the previous 4-year-period from the date of screening approval; (3) No nonjudicial punishment during the last 2 years;,PASS,Found on stated page.,PASS,
ADV358,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,"For C-WAY-REEN deferment under VSDP, a Sailor must have no nonjudicial punishment during the last how long?",3 years,2 years,1 year,5 years,B,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1669,"CH-70, 16 Jan 2020",Eligibility criteria for C-WAY-REEN deferment: (1) No evaluation performance trait mark below 3.0 for the last 3 years; (2) No PFA failures during the last 2 years and no more than 1 failure in the previous 4-year-period from the date of screening approval; (3) No nonjudicial punishment during the last 2 years;,PASS,Found on stated page.,PASS,
ADV359,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,"For C-WAY-REEN deferment under VSDP, how much time must a Sailor have remaining until their current PRD?",At least 6 months,At least 18 months,At least 1 year,At least 2 years,C,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1670,"CH-70, 16 Jan 2020",(4) Pass sea duty screening; (5) Be recommended for retention and advancement; and (6) Must have at least 1 year remaining until their current projected rotation date (PRD).,PASS,Found on stated page.,PASS,
ADV360,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,"The length of a high year tenure (HYT) waiver approved for VSDP must meet, but not exceed, what?",The length of the prescribed sea tour,"The retainability requirements for the minimum active obligated service upon arrival at a new duty station, per MILPERSMAN 1306-106",The DoD area tour length,The extension length the Sailor requests,B,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1670,"CH-70, 16 Jan 2020","The length of HYT waivers must meet, but not exceed, retainability requirements for the minimum amount of active obligated service a member must have upon arrival at a new duty station, per MILPERSMAN 1306-106, after a permanent change of station (PCS) transfer, both in continental United States (CONUS) and outside the continental United States (OCONUS).",PASS,Found on stated page.,PASS,
ADV361,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,Sea duty incentive pay – extension (SDIP-E) incentivizes Sailors to extend their current sea duty assignment by what range beyond their PST?,A minimum of 12 months and a maximum of 48 months,6 to 24 months,24 to 60 months,12 to 24 months,A,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1671,"CH-70, 16 Jan 2020","(1) Sea duty incentive pay - extension (SDIP-E) incentivizes Sailors to voluntarily extend their sea duty assignments on board their current sea duty command when assigned to ships, submarines, or aviation squadrons for rotational purposes by a minimum of 12 months and a maximum of 48 months beyond their PST.",PASS,Found on stated page.,PASS,
ADV362,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,Sea duty incentive pay – curtailment (SDIP-C) aims to incentivize Sailors to curtail their shore duty at least how many months prior to their original PRD?,12 months,3 months,6 months,9 months,C,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1671,"CH-70, 16 Jan 2020","(3) Sea duty incentive pay – curtailment (SDIP-C) aims at incentivizing Sailors to voluntarily curtail their shore duty assignments a minimum of 6 months prior to their original PRD and return to sea duty assignments on a ship, submarine, or at an aviation squadron for a minimum of 12 months and a maximum of 48 months beyond their PST.",PASS,Found on stated page.,PASS,
ADV363,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,How many MyNavy Assignment (MNA) cycles do detailers work with a Sailor who applied for VSDP to find desirable orders before the application expires?,Two,Four,One,Three,A,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1672,"CH-70, 16 Jan 2020","a. Desirable Orders. Sailors who have applied for VSDP will not be required to accept a billet they do not desire. Detailers will work with them during two MyNavy Assignment (MNA) cycles to find desirable orders. If no match is found during this time period, the current VSDP application will expire and those Sailors still interested in VSDP must reapply.",PASS,Found on stated page.,PASS,
ADV364,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,Sailors on shore duty must submit their VSDP request through their chain of command no later than how many months prior to their PRD?,12 months,6 months,9 months,18 months,A,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1673,"CH-70, 16 Jan 2020","e. Sailors on shore duty must submit their VSDP request through their chain of command no later than 12 months prior to their PRD to ensure receipt by NAVPERSCOM (PERS-40), using NAVPERS 1306/7. Requests received by NAVPERSCOM (PERS-40) beyond that point will be returned without action.",PASS,Found on stated page.,PASS,
ADV365,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,Sailors currently on sea duty should submit requests for a back-to-back sea tour how long prior to their PRD?,6 to 9 months,12 to 18 months,3 to 6 months,9 to 12 months,D,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1674,"CH-70, 16 Jan 2020",f. Sailors currently on sea duty should submit requests for a back-to-back sea tour 9 to 12 months prior to their PRD.,PASS,Found on stated page.,PASS,
ADV366,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,"Under VSDP, enlisted contracts cannot be extended for more than how many aggregate months?",36 months,48 months,60 months,24 months,B,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1675,"CH-70, 16 Jan 2020","i. STE Limitations. STE’s in support of this program are limited as follows: (1) Enlisted contracts cannot be extended for more than 48 aggregate months; (2) A single extension greater than 36 months is not authorized; (3) A maximum of three extension agreements, per enlistment, are authorized if the Sailor is accepted for orders under this program.",PASS,Found on stated page.,PASS,
ADV367,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,"Under VSDP, a single extension greater than how many months is not authorized?",36 months,12 months,24 months,48 months,A,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1675,"CH-70, 16 Jan 2020","i. STE Limitations. STE’s in support of this program are limited as follows: (1) Enlisted contracts cannot be extended for more than 48 aggregate months; (2) A single extension greater than 36 months is not authorized; (3) A maximum of three extension agreements, per enlistment, are authorized if the Sailor is accepted for orders under this program.",PASS,Found on stated page.,PASS,
ADV368,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,What is the maximum number of extension agreements authorized per enlistment for a Sailor accepted for orders under VSDP?,Three,One,Four,Two,A,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1675,"CH-70, 16 Jan 2020","i. STE Limitations. STE’s in support of this program are limited as follows: (1) Enlisted contracts cannot be extended for more than 48 aggregate months; (2) A single extension greater than 36 months is not authorized; (3) A maximum of three extension agreements, per enlistment, are authorized if the Sailor is accepted for orders under this program.",PASS,Found on stated page.,PASS,
ADV369,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Voluntary Sea Duty Program,How often does NAVPERSCOM (PERS-4013) provide VSDP Program metrics reports to OPNAV?,Quarterly,Weekly,Monthly,Annually,C,MILPERSMAN 1306-141,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1676,"CH-70, 16 Jan 2020","6. Oversight. NAVPERSCOM (PERS-4013) will provide VSDP Program metrics reports to OPNAV, Force Shaping Plans and Policy Branch (N132) on a monthly basis.",PASS,Found on stated page.,PASS,
ADV370,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,How many incentive options does the Overseas Tour Extension Incentives Program (OTEIP) offer eligible enlisted members?,Three,Four,Two,Five,B,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1679,"CH-60, 29 Sep 2017",1. Policy. Overseas Tour Extension Incentives Program (OTEIP) offers eligible enlisted members the opportunity to choose one of four incentive options for an extension of the Department of Defense (DoD) overseas tour length of 12 months or more.,PASS,Found on stated page.,PASS,
ADV371,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,How much special pay per month does OTEIP Option A provide for each month during the period of the extension?,$200,$100,$50,$80,D,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1679,"CH-60, 29 Sep 2017",a. The following options are available: (1) Option A - $80 per month special pay for each month during the period of the extension.,PASS,Found on stated page.,PASS,
ADV372,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,What does OTEIP Option B provide?,30 days of rest and recuperation (R&R) absence during the period of extension,"A $2,000 lump sum payment",$80 per month special pay,15 days of R&R plus round trip transportation to CONUS,A,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1679,"CH-60, 29 Sep 2017",(2) Option B - 30 days rest and recuperation (R&R) absence during the period of extension.,PASS,Found on stated page.,PASS,
ADV373,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,How many days of R&R absence are members authorized OTEIP Option C extensions longer than 12 months entitled to receive?,25 days,10 days,20 days,30 days,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1679,"CH-60, 29 Sep 2017","(3) Option C - 15 days R&R absence, plus round trip transportation at Government expense from the location of the extended tour of duty to the port of debarkation in the continental United States (CONUS) and return during the period of extension. Members authorized OTEIP extensions longer than 12 months are entitled to receive 20 days R&R absence.",PASS,Found on stated page.,PASS,
ADV374,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,How much is the lump sum payment under OTEIP Option D?,"$1,000","$2,500","$5,000","$2,000",D,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1679,"CH-60, 29 Sep 2017","(4) Option D - $2,000 lump sum payment on the first day of the 12-month extension.",PASS,Found on stated page.,PASS,
ADV375,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Can an overseas extension required for command sponsorship of family members be used as an extension for OTEIP eligibility?,No,"Yes, but only for first-term Sailors",Yes,"Yes, but only for Option A",A,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1680,"CH-60, 29 Sep 2017",c. An extension overseas required for command sponsorship of family member(s) will not be used as an extension for eligibility under this program.,PASS,Found on stated page.,PASS,
ADV376,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,The elected OTEIP option may not be used prior to what?,The date the dependents arrive overseas,The member's second year overseas,"The extension period on the NAVPERSCOM authorization message, or before the member obtains sufficient obligated service",The final 6 months of the tour,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1680,"CH-60, 29 Sep 2017",b. The elected OTEIP option may not be used prior to the extension period reflected on the NAVPERSCOM authorization message or prior to member obtaining sufficient obligated service.,PASS,Found on stated page.,PASS,
ADV377,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Which office must give approval authorization before OTEIP incentive options may be granted?,NAVPERSCOM (PERS-451),"NAVPERSCOM, OTEIP Manager (PERS-40CC)",The member's commanding officer,OPNAV N13,B,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1680,"CH-60, 29 Sep 2017","f. Incentive options may not be granted without receipt of approval authorization from Navy Personnel Command (NAVPERSCOM), OTEIP Manager (PERS-40CC).",PASS,Found on stated page.,PASS,
ADV378,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,OTEIP is earned for extensions of at least how long beyond the current DoD tour?,24 months,18 months,12 months,6 months,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1680,"CH-60, 29 Sep 2017",g. Consecutive overseas tour (COT) leave entitlement is earned when a member is assigned to back-to-back complete DoD tours. OTEIP is earned for extensions of at least 12 months beyond the current DoD tour.,PASS,Found on stated page.,PASS,
ADV379,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Which enlisted members are eligible for OTEIP under the duty type requirement?,"Members serving overseas on Type 3, 4, or 6 duty, and members serving in Alaska and Hawaii on Type 2 duty",Members serving in CONUS on Type 1 duty,Members serving in Alaska and Hawaii on Type 6 duty,Members serving overseas on Type 1 or 2 duty,A,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1681,"CH-60, 29 Sep 2017","2. Eligible Members. The following enlisted members are eligible for OTEIP: a. Members serving overseas on Type ""3,"" ""4,"" or ""6"" duty and members serving in Alaska and Hawaii on Type ""2"" duty.",PASS,Found on stated page.,PASS,
ADV380,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Members serving outside the OTEIP areas on TEMADD in excess of how many days during any 12-month period are not eligible for OTEIP?,179 days,120 days,90 days,180 days,A,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1681,"CH-60, 29 Sep 2017",b. Members serving outside these areas on temporary additional duty (TEMADD) in excess of 179 days during any 12-month period will not be eligible for OTEIP.,PASS,Found on stated page.,PASS,
ADV381,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,A member at a dependent-restricted tour location extends at least 12 months beyond the prescribed DoD tour length. What may the member elect?,"Neither, because the location is dependent restricted",OTEIP only,"Either OTEIP or COT leave travel entitlement, but not both",Both OTEIP and COT leave travel entitlement,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1681,"CH-60, 29 Sep 2017","c. A member assigned to a dependent-restricted tour location who extends for a minimum of 12 months beyond the prescribed DoD tour length may elect either the OTEIP or COT leave travel entitlement, not both.",PASS,Found on stated page.,PASS,
ADV382,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,To which office are requests for voluntary OTEIP extensions of 12 or more months submitted?,NAVPERSCOM (PERS-4013),NAVPERSCOM (PERS-40HH),NAVPERSCOM (PERS-451),NAVPERSCOM (PERS-40CC),D,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1681,"CH-60, 29 Sep 2017","4. Request Procedures. Submit requests for voluntary extensions of 12 or more months to NAVPERSCOM (PERS-40CC), not more than 18 months or less than 12 months, prior to current projected rotation date (PRD).",PASS,Found on stated page.,PASS,
ADV383,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Which item must an OTEIP request include?,The member's advancement exam profile sheet,"The location of dependents for members with dependents, whether serving accompanied or unaccompanied",The member's most recent evaluation,The member's spouse's employment status,B,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1682,"CH-60, 29 Sep 2017","c. Requests must include the following: (1) Recommendation by the command; (2) The specific time frame of the requested extension period or the specific time frame of OTEIP eligibility, if requesting OTEIP benefits when no PRD adjustment is needed; (3) Member's elected option (A, B, C, or D); and (4) Location of dependents for those members with dependents whether serving accompanied or unaccompanied.",PASS,Found on stated page.,PASS,
ADV384,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,How many days of processing time must activities allow for an OTEIP request before contacting the cognizant detailer for a status update?,10 days,60 days,30 days,14 days,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1682,"CH-60, 29 Sep 2017",Note: Activities must allow 30 days processing time for OTEIP request before contacting cognizant detailer for status update.,PASS,Found on stated page.,PASS,
ADV385,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,When may an OTEIP request be resubmitted?,After the command's next status report,Whenever the member changes the elected option,After 30 days with no reply,Only when verified as not received by NAVPERSCOM (PERS-40CC),D,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1682,"CH-60, 29 Sep 2017","b. Do not resubmit requests, unless a request is verified as not received by NAVPERSCOM (PERS-40CC).",PASS,Found on stated page.,PASS,
ADV386,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,"For OTEIP Option A, what must the PERSUPP DET or PERSOFF do besides verifying the NAVPERS 1070/613 entry and submitting it to the OMPF?",Issue TEMADD orders,Authorize the OTEIP payment,Authorize the R&R absence,Arrange round trip transportation,B,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1683,"CH-60, 29 Sep 2017",(2) The PERSUPP DET or PERSOFF must: (a) Verify the NSIPS NAVPERS 1070/613 Administrative Remarks entry and submit NAVPERS 1070/613 to the Official Military Personnel File (OMPF). (b) Authorize the OTEIP payment per reference (f).,PASS,Found on stated page.,PASS,
ADV387,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,OTEIP Option B R&R benefits may not be used in conjunction with which of the following?,Special liberty,Annual leave,Permanent change of station transfer or separation leave,Permissive temporary duty,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1684,"CH-60, 29 Sep 2017",Note: Option B benefits may be taken during one period or incrementally at the CO’s discretion. Benefits must be used during operative period of extension and may not be used in conjunction with permanent change of station transfer or separation leave.,PASS,Found on stated page.,PASS,
ADV388,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Change requests to OTEIP Option C should be submitted to NAVPERSCOM not less than how many days prior to the proposed commencement of travel?,14 days,30 days,60 days,10 days,B,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1685,"CH-60, 29 Sep 2017","In order to allow local administrative support personnel sufficient processing time, change requests to Option C should be submitted to NAVPERSCOM by using one of the following methods: BOL PAR, NAVPERS 1306/7, letter, or naval message to NAVPERSCOM (PERS-40CC) not less than 30 days prior to the proposed commencement of travel.",PASS,Found on stated page.,PASS,
ADV389,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,"For members serving in Type 4 units who elect OTEIP Option C, where does travel originate and return?",The unit's homeport,The servicing PERSUPP DET,The member's home of record,The nearest CONUS port of debarkation,A,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1685,"CH-60, 29 Sep 2017","Travel for members serving in Type ""4"" units electing incentive Option C will originate from and return to the unit’s homeport.",PASS,Found on stated page.,PASS,
ADV390,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,A member who elects OTEIP Option D does not complete the 12-month extension. What must the member do?,Nothing; the payment is kept in full,Refund a prorated recoupment of the unearned portion of the benefits,Refund the full lump sum plus interest,Complete a second extension to earn the payment,B,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1689,"CH-60, 29 Sep 2017",b. Members who elect Option D and do not complete the 12-month extension must refund to the Government a prorated recoupment of the unearned portion of the benefits. Secretary of the Navy may waive the obligation of a member to reimburse the Navy if he or she determines that circumstances warrant the waiver.,PASS,Found on stated page.,PASS,
ADV391,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Who may waive the obligation of a member who did not complete the Option D extension to reimburse the Navy?,COMNAVPERSCOM,The OTEIP Manager (PERS-40CC),The Secretary of the Navy,The member's commanding officer,C,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1689,"CH-60, 29 Sep 2017",b. Members who elect Option D and do not complete the 12-month extension must refund to the Government a prorated recoupment of the unearned portion of the benefits. Secretary of the Navy may waive the obligation of a member to reimburse the Navy if he or she determines that circumstances warrant the waiver.,PASS,Found on stated page.,PASS,
ADV392,PS,E-6,Transfers Management & Processing,Overseas Assignments,Overseas Tour Extension Incentives Program,Can OTEIP incentive options involving R&R absence be authorized retroactively?,"Yes, within 30 days of the extension ending","Yes, with the commanding officer's approval","Yes, up to 6 months after the extension ends",No,D,MILPERSMAN 1306-300,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1689,"CH-60, 29 Sep 2017",c. Every effort must be made to ensure the member uses the entitled incentive option during the operative period of extension. (1) Incentive options involving R&R absence cannot be authorized retroactively. (2) Retroactive monetary entitlements are payable only with authorization from NAVPERSCOM (PERS-40CC).,PASS,Found on stated page.,PASS,
ADV393,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,How far before a member's projected rotation date should a request for assignment to a special program be submitted to the applicable detailer?,Approximately 9 to 12 months,Approximately 3 to 6 months,Approximately 6 to 9 months,Approximately 13 to 18 months,D,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1862,"CH-95, 24 Jun 2026","3. Policy and Procedures. To request assignment to a special program, contact rating detailer for release to a special program assignment or submit NAVPERS 1306/7 Enlisted Personnel Action Request to applicable detailer at Navy Personnel Command (NAVPERSCOM) approximately 13-18 months prior to member’s projected rotation date.",PASS,Found on stated page.,PASS,
ADV394,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,Which form is used to complete special program screening?,"NAVPERS 1306/92, Special Program Screening","NAVPERS 1306/7, Enlisted Personnel Action Request","NAVPERS 1300/16, Report of Suitability for Overseas Assignment","NAVPERS 1070/613, Administrative Remarks",A,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1862,"CH-95, 24 Jun 2026",b. The procedures for requesting and processing special program requests are as follow: (1) Complete NAVPERS 1306/92 Special Program Screening as required.,PASS,Found on stated page.,PASS,
ADV395,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,Which report is submitted when deficiencies in the special program screening process are noted?,Special Program Waiver Request,Overseas Screening Deficiency Report,Special Program Suitability/Unsuitability Report,Special Program Screening Deficiency Report,D,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1862,"CH-95, 24 Jun 2026","(2) Submit exhibit 1, Special Program Suitability/Unsuitability Report, for all special program applicants once a suitability determination has been made. (3) Submit exhibit 2, Special Program Waiver Request, when a waiver is warranted. (4) Submit exhibit 3, Special Program Screening Deficiency Report, when deficiencies in the screening process are noted.",PASS,Found on stated page.,PASS,
ADV396,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,A member bound for sea duty requests a special program. What type of program will it be?,A shore duty program,A program that does not count toward sea-shore flow,A sea duty program,"Either, at the member's choice",C,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1862,"CH-95, 24 Jun 2026","a. Members requesting a special program must understand that these programs coincide with normal sea-shore flow. If member is bound for sea duty, the special program will be a sea duty program. If member is bound for shore duty, the special program will be for shore.",PASS,Found on stated page.,PASS,
ADV397,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,Who must release a member in order for the member to qualify for a special program?,NAVPERSCOM Shore Special Program Distribution Branch (PERS-4010),The member's rating detailer,The command master chief,The member's commanding officer,B,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1862,"CH-95, 24 Jun 2026",b. Members must be released by their rating detailers to qualify for a special program.,PASS,Found on stated page.,PASS,
ADV398,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,A member is unwilling to incur the OBLISERV required for a special program. What do commands do?,Retain the member on board and send an unsuitability report to NAVPERSCOM via naval message,Request an OBLISERV waiver from the gaining command,Transfer the member and flag the service record,Transfer the member and report the violation on arrival,A,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1863,"CH-95, 24 Jun 2026",e. Individuals qualified for a special program must have the required obligated service (OBLISERV) to complete the normal tour of duty. (1) Members who are unwilling to incur required OBLISERV are not eligible for transfer to special programs. Retain member on board and send an unsuitability report to NAVPERSCOM (appropriate code) via naval message.,PASS,Found on stated page.,PASS,
ADV399,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,What serves as the commanding officer's endorsement for a special program applicant?,The CO's signature on NAVPERS 1306/92,The CO's signature on NAVPERS 1306/7,The Special Program Suitability Report message,The command master chief's signature on NAVPERS 1306/92,A,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1863,"CH-95, 24 Jun 2026",f. COs must ensure members are fully qualified for assignment. The COs signature on NAVPERS 1306/92 is the endorsement.,PASS,Found on stated page.,PASS,
ADV400,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,Which special program requirements are excepted from waiver consideration?,Physical fitness standards and evaluation marks,Security clearances and prerequisite training required for personal safety,Time in rate and performance mark average,Obligated service and time on station,B,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1863,"CH-95, 24 Jun 2026","5. Waivers. Special screening qualifications are required for all special programs, waivers may be granted on a case-by-case basis. a. With the exception of security clearances and prerequisite training required for personal safety, waivers for published requirements will be considered if the member has exceptional potential for success in a given program.",PASS,Found on stated page.,PASS,
ADV401,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,To whom are special program waivers submitted?,The gaining command,OPNAV N13,NAVPERSCOM (PERS-4010),The transferring command,A,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1863,"CH-95, 24 Jun 2026","a. With the exception of security clearances and prerequisite training required for personal safety, waivers for published requirements will be considered if the member has exceptional potential for success in a given program. b. Waivers are submitted to the gaining command.",PASS,Found on stated page.,PASS,
